,title,jobFunction,industry
4465,Indoor & Outdoor Sales Agent - Alexandria,"['Customer Service/Support', 'Sales/Retail']","['Marketing and Advertising', 'Computer Software']"
4466,Senior PHP Developer / Laravel,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Information Technology Services']"
4467,Senior PHP Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
4468,Outdoor Sales Representative,['Sales/Retail'],"['Computer Software', 'Business Services - Other', 'Information Technology Services']"
4469,Project Manager,['Project/Program Management'],"['Information Technology Services', 'Computer and Network Security']"
4470,IT & Software Engineer,['IT/Software Development'],"['Computer Software', 'Other - Not Classified', 'Computer Hardware']"
4471,Accountant,['Accounting/Finance'],['Information Technology Services']
4472,Online Tutor – English First Language For IGCSE/ SAT (Part Time),"['Education/Teaching', 'Training/Instructor']",['Education']
4473,Senior .Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Engineering Services', 'Computer Software']"
4474,Digital Music Content Coordinator,"['Media/Journalism/Publishing', 'Creative/Design/Art']","['Telecommunications', 'Information Technology Services', 'Music']"
4475,Sales Representative,"['Sales/Retail', 'Marketing/PR/Advertising', 'Business Development']","['Oil and Gas', 'Capital Markets', 'Healthcare and Medical Services']"
4476,Technical Support Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Customer Service/Support']","['Computer Software', 'Information Technology Services']"
4477,Social Media Content Creator,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Marketing and Advertising']
4478,Coordinator/ Receptionist at El Azhar University (Male Graduates only),"['Customer Service/Support', 'Administration']",['Education']
4479,Senior Social Media Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Internet/E-commerce', 'Marketing and Advertising', 'Information Technology Services']"
4480,Senior Digital Media Buyer,['Media/Journalism/Publishing'],"['Broadcasting and Film', 'Marketing and Advertising']"
4481,Senior System Admin,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer Hardware', 'Computer Networking']"
4482,Administrative Supervisor - Hurghada,"['Administration', 'Operations/Management']","['Logistics and Supply Chain', 'Automotive', 'Manufacturing']"
4483,Application Support Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Internet/E-commerce', 'Marketing and Advertising']"
4484,Senior Business Development Specialist,['Business Development'],"['Information Technology Services', 'Transportation']"
4485,Senior Procurement Specialist - (IT/Telecom) - Temporary,"['Logistics/Supply Chain', 'Purchasing/Procurement']",['Information Technology Services']
4486,Medical Project Officer - Alexandria,"['Pharmaceutical', 'R&D/Science', 'Project/Program Management']","['Pharmaceuticals', 'Marketing and Advertising', 'Healthcare and Medical Services']"
4487,UX/UI Designer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Creative/Design/Art']",['Computer Software']
4488,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Business Services - Other', 'Computer Software']"
4489,Scrum Master,"['IT/Software Development', 'Engineering - Other']",['Computer Software']
4490,Marketing And Sales Manager,"['Operations/Management', 'Marketing/PR/Advertising', 'Sales/Retail']","['Manufacturing', 'Marketing and Advertising']"
4491,Full Stack Developer (Laravel - Yii - Codeigniter),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
4492,Products Photographer,['Media/Journalism/Publishing'],"['Graphic Design', 'Photography', 'Marketing and Advertising']"
4493,Senior Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
4494,Project Manager’s Assistant - Alexandria,"['Project/Program Management', 'Engineering - Construction/Civil/Architecture', 'Administration']","['Real Estate/Property Management', 'Engineering Services']"
4495,Software Project Manager / Business Analyst,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Project/Program Management']","['Information Technology Services', 'Computer Software']"
4496,HR Manager - Tanta,['Human Resources'],"['Marketing and Advertising', 'Information Technology Services', 'Computer and Network Security']"
4497,Learning Support Teacher,['Education/Teaching'],['Education']
4498,Operation Account Manager (IT & Software),"['Sales/Retail', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Outsourcing/Offshoring', 'Computer Software']"
4499,Project Coordinator,"['Administration', 'Project/Program Management']","['Consumer Services', 'Computer Software', 'Marketing and Advertising']"
4500,Data Scientist,"['IT/Software Development', 'Analyst/Research']",['Computer Software']
4501,English Teacher,['Education/Teaching'],"['Education', 'E-Learning', 'Arts and Crafts']"
4502,MEP Site & Technical Office Supervisor (Engineer),['Engineering - Mechanical/Electrical'],['Real Estate/Property Management']
4503,ERP Implementation Intern - Alexandria,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Accounting and Auditing Services', 'Information Technology Services']"
4504,Senior Project Manager,"['Quality', 'Project/Program Management', 'IT/Software Development']",['Information Technology Services']
4505,Kickstart [MARKETING] Creative Analyst Twimbit - GE/A.A,"['Analyst/Research', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Writing and Editing']"
4506,Design Engineer - 10th of Ramadan City,"['Creative/Design/Art', 'Engineering - Mechanical/Electrical']","['Electronics and Semiconductors', 'Engineering Services']"
4507,مندوب مبيعات - خارجي,['Sales/Retail'],"['Graphic Design', 'Computer Software', 'Marketing and Advertising']"
4508,Collection Agent- Real Estate,"['Accounting/Finance', 'Customer Service/Support']","['Construction - Residential & Commercial/Office', 'Real Estate/Property Management']"
4509,Business Development Specialist,['Business Development'],"['Computer Software', 'Marketing and Advertising']"
4510,ETL Consultant,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
4511,Senior Angular Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Healthcare and Medical Services', 'Information Technology Services', 'Computer Software']"
4512,Senior Supervisor Accountant,['Accounting/Finance'],['Real Estate/Property Management']
4513,Database Admin,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
4514,Digital Media Strategist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Information Technology Services']
4515,Financial Manager,['Accounting/Finance'],"['Other - Not Classified', 'Information Technology Services']"
4516,Construction Supervisor (Concrete - Finishing) / مشرف تنفيذ (خراسانات - تشطيبات),['Engineering - Construction/Civil/Architecture'],['Construction - Residential & Commercial/Office']
4517,Deep Learning Researcher,"['IT/Software Development', 'Engineering - Telecom/Technology']","['E-Learning', 'Research', 'Computer Software']"
4518,Back-End (PHP) Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Pharmaceuticals', 'Marketing and Advertising', 'Healthcare and Medical Services']"
4519,Content Creator,"['Writing/Editorial', 'Marketing/PR/Advertising']","['Training and Coaching', 'Education']"
4520,Sales Account Manager,"['Customer Service/Support', 'Sales/Retail', 'Engineering - Telecom/Technology']",['Information Technology Services']
4521,Sales Assistant | Marks & Spencer | Dandy Mall,['Sales/Retail'],"['Retail', 'Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
4522,Sales Account Manager,"['Customer Service/Support', 'Sales/Retail']","['Healthcare and Medical Services', 'Internet/E-commerce', 'Business Services - Other']"
4523,VPO Team Leader,"['Operations/Management', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
4524,FOREX Trading Specialist “Precious Metals”,['Accounting/Finance'],"['Wholesale Trade', 'Manufacturing']"
4525,Graphic Designer - Tanta,['Creative/Design/Art'],"['Management Consulting', 'Marketing and Advertising']"
4526,Front-End Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
4527,Sales Engineer,"['Marketing/PR/Advertising', 'Engineering - Other', 'Sales/Retail']","['Construction - Industrial Facilities and Infrastructure', 'Chemicals', 'Manufacturing']"
4528,Construction Manager - Matruh,"['Operations/Management', 'Engineering - Construction/Civil/Architecture']",['Construction - Residential & Commercial/Office']
4529,Software QC Team Leader,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']",['Computer Software']
4530,Retail Sales Representative | IKEA | Cairo Festival City,"['Customer Service/Support', 'Sales/Retail']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office', 'Retail']"
4531,Senior Google Analytics Specialist,"['Marketing/PR/Advertising', 'Analyst/Research', 'Media/Journalism/Publishing']","['Computer Software', 'Outsourcing/Offshoring']"
4532,Data Entry,['Administration'],['Computer Software']
4533,Hyperion Planning Consultant,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
4534,Real Estate Property Consultant,['Sales/Retail'],['Real Estate/Property Management']
4535,Customer Service Representative,['Customer Service/Support'],['Marketing and Advertising']
4536,Lab Technician,['R&D/Science'],['Education']
4537,PHP Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
4538,Software Business Analyst,"['Business Development', 'Analyst/Research', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
4539,Senior Mechanical Tendering Engineer,"['Engineering - Mechanical/Electrical', 'Purchasing/Procurement']",['Engineering Services']
4540,IT Sales Specialist,"['Sales/Retail', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
4541,Sales Coordinator,"['Customer Service/Support', 'Sales/Retail']",['Information Technology Services']
4542,Online Accounting Teacher,"['Accounting/Finance', 'Education/Teaching']","['Marketing and Advertising', 'Information Technology Services', 'Outsourcing/Offshoring']"
4543,PHP Laravel Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Marketing and Advertising', 'Information Technology Services', 'Computer Software']"
4544,Deep Learning Researcher,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Research', 'E-Learning']"
4545,Web Designer,"['Creative/Design/Art', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
